method,task_idx,preq_em,preq_f1,cum_cost_usd,n_bullets
ours_full,41,0.9048,0.9048,6.191329,3.00
ours_full,42,0.9070,0.9070,6.207378,3.00
ours_full,43,0.9091,0.9091,6.222631,3.00
ours_full,44,0.9111,0.9111,6.240524,3.00
ours_full,45,0.9130,0.9130,6.263660,3.00
ours_full,46,0.9149,0.9149,6.279831,3.00
ours_full,47,0.9167,0.9167,6.328961,3.00
ours_full,48,0.9184,0.9184,6.345193,3.00
ours_full,49,0.9200,0.9200,6.361485,3.00
ours_full,50,0.9216,0.9216,6.387138,3.00
ours_full,51,0.9231,0.9231,6.423072,3.00
ours_full,52,0.9245,0.9245,6.441750,3.00
ours_full,53,0.9259,0.9259,6.481040,3.00
ours_full,54,0.9273,0.9273,6.524350,3.00
ours_full,55,0.9286,0.9286,6.546956,3.00
ours_full,56,0.9298,0.9298,6.562878,3.00
ours_full,57,0.9310,0.9310,6.580370,3.00
ours_full,58,0.9322,0.9322,6.595862,3.00
ours_full,59,0.9333,0.9333,6.627529,3.00
ours_full,60,0.9344,0.9344,6.644849,3.00
ours_full,61,0.9355,0.9355,6.661694,3.00
ours_full,62,0.9365,0.9365,6.677916,3.00
ours_full,63,0.9375,0.9375,6.697560,3.00
ours_full,64,0.9385,0.9385,6.714829,3.00
ours_full,65,0.9242,0.9242,6.770933,3.00
ours_full,66,0.9254,0.9254,6.799605,3.00
ours_full,67,0.9265,0.9265,6.817074,3.00
ours_full,68,0.9275,0.9275,6.838059,3.00
ours_full,69,0.9286,0.9286,6.865394,3.00
ours_full,70,0.9296,0.9296,6.883880,3.00
ours_full,71,0.9306,0.9306,6.949177,3.00
ours_full,72,0.9315,0.9315,6.971609,3.00
ours_full,73,0.9324,0.9324,6.989088,3.00
ours_full,74,0.9333,0.9333,7.005768,3.00
ours_full,75,0.9342,0.9342,7.036499,3.00
ours_full,76,0.9351,0.9351,7.053454,3.00
ours_full,77,0.9231,0.9231,7.074684,3.00
ours_full,78,0.9241,0.9241,7.090636,3.00
ours_full,79,0.9250,0.9250,7.107002,3.00
ours_full,80,0.9259,0.9259,7.123962,3.00
ours_full,81,0.9268,0.9268,7.141521,3.00
ours_full,82,0.9157,0.9157,7.196413,3.00
ours_full,83,0.9167,0.9167,7.213297,3.00
ours_full,84,0.9176,0.9176,7.232149,3.00
ours_full,85,0.9186,0.9186,7.247322,3.00
ours_full,86,0.9195,0.9195,7.283759,3.00
ours_full,87,0.9205,0.9205,7.300323,3.00
ours_full,88,0.9213,0.9213,7.316619,3.00
ours_full,89,0.9222,0.9222,7.335044,3.00
ours_full,90,0.9121,0.9121,7.365467,3.00
ours_full,91,0.9130,0.9130,7.427737,3.00
ours_full,92,0.9140,0.9140,7.444346,3.00
ours_full,93,0.9149,0.9149,7.471474,3.00
ours_full,94,0.9158,0.9158,7.486641,3.00
ours_full,95,0.9167,0.9167,7.502153,3.00
